id,contrato_id,tipo,numero,receita_despesa,observacao,mesref,anoref,vencimento,retroativo,valor
37145000,52820,Termo Aditivo,00002/2021,Despesa,2º TERMO ADITIVO AO CONTRATO DE TELEFONIA MÓVEL.,4,2022,2022-05-01,Não,247.0
37145197,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",2,2023,2023-03-01,Não,60467.28
37145209,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",11,2022,2022-12-01,Não,318844.8
37144876,24040,Termo Aditivo,01003/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 107.204,76, PARA R$ 110.607,53, MENSAIS,  A PARITR DE 01.02.2018. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000027/2018 REF. 2018/2019..",7,2018,2018-08-01,Não,3402.77
37145286,76707,Termo Aditivo,00005/2022,Despesa,CONTRATAÇÃO DE SERVIÇO DE GERENCIAMENTO E CONTROLE DE AQUISIÇÃO DE COMBUSTÍVEIS EM REDE DE POSTOS CREDENCIADOS ATRAVÉS DE SISTEMA INFORMATIZADO,2,2021,2021-03-01,Não,10652.43
37145173,85896,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DE SERVIÇOS CONTINUADOS DSE Nº 02/2020,7,2023,2023-08-01,Não,26314309.86
37145311,63345,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,5,2023,2023-06-01,Não,120000.0
37145003,52820,Termo Aditivo,00002/2021,Despesa,2º TERMO ADITIVO AO CONTRATO DE TELEFONIA MÓVEL.,7,2022,2022-08-01,Não,247.0
37145309,63345,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,3,2023,2023-04-01,Não,120000.0
37144908,24040,Termo Aditivo,01005/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 111.607,53, PARA R$ 119.662,53, MENSAIS, A PARTIR DE 01.02.2019. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000044/2019 REF. 2019/2020.",3,2019,2019-04-01,Não,-19206.08
37145217,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",7,2023,2023-08-01,Não,318844.8
37145182,105276,Contrato,00007/2021,Despesa,CELEBRAÇÃO DO CONTRATO: 00007/2021 DE ACORDO COM PROCESSO NÚMERO: 08375.002657/2021-06,3,2022,2022-04-01,Não,54825.02
37145188,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",5,2022,2022-06-01,Não,5642.26
37145126,47076,Termo Aditivo,00003/2022,Despesa,A PRORROGAÇÃO DA VIGÊNCIA POR MAIS 12 (DOZE) MESES DO CONTRATO Nº 23/2019 QUE TEM POR OBJETO A CONTRATAÇÃO DE LICENCIAMENTO GERAL DA SOLUÇÃO PACS.,5,2023,2023-06-01,Não,142800.0
37145218,156315,Contrato,00016/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00016/2022 DE ACORDO COM PROCESSO NÚMERO: 23086.000514/2022-81,8,2022,2022-09-01,Não,111918.43
37145080,3085,Termo de Apostilamento,00003/2022,Despesa,"POR ESTE TERMO, E COM AMPARO NO § 8º DO ARTIGO 65 DA LEI FEDERAL Nº 8.666/93 - ESTATUTO DAS LICITAÇÕES E CONTRATOS ADMINISTRATIVOS, E § 4º DO ARTIGO 57 DA IN MPDG Nº 5/2017, O SUPERINTENDENTE-REGIONAL DE ADMINISTRAÇÃO NO ESTADO DE SÃO PAULO, DETERMINA, COMO MERA EXECUÇÃO CONTRATUAL, EM CUMPRIMENTO AO QUE DISPÕE A CLÁUSULA SEXTA DO CONTRATO Nº 23/2019 CELEBRADO COM A EMPRESA RG LOCAÇÕES DE VEÍCULOS LTDA, CNPJ Nº 10.944.071/0001-04, QUE SE PROCEDA À REPACTUAÇÃO DO PREÇO MENSAL DO CONTRATO, CONFORME DISCRIMINADO ABAIXO:
A) DE  01/05/2021 A 30/09/2021, O VALOR MENSAL DO CONTRATO DE R$ 7.882,68 (SETE MIL, OITOCENTOS E OITENTA E DOIS REAIS E SESSENTA E OITO CENTAVOS), PASSA PARA O NOVO VALOR MENSAL REPACTUADO DE R$ 8.076,33 (OITO MIL, SETENTA E SEIS REAIS E TRINTA E TRÊS CENTAVOS), CONSIDERANDO O REAJUSTE DA CCT 2021-2022;
B) ?A PARTIR DE 01/10/2021, O VALOR MENSAL TOTAL DO CONTRATO DE R$ 8.076,33 (OITO MIL, SETENTA E SEIS REAIS E TRINTA E TRÊS CENTAVOS), PASSA PARA O NOVO VALOR MENSAL TOTAL REPACTUADO DE R$ 8.613,57 (OITO MIL, SEISCENTOS E TREZE REAIS E CINQUENTA E SETE CENTAVOS), CONSIDERANDO O REAJUSTE DE COMBUSTÍVEL CONFORME TABELA ANP DE OUTUBRO/2021 E REAJUSTE DE INSUMOS PELO ÍNDICE IPCA(IBGE) ACUMULADO NO PERÍODO DE OUTUBRO/2020 A SETEMBRO/2021, NO PERCENTUAL DE 10,2463%.",8,2022,2022-09-01,Não,730.89
37145235,156318,Contrato,00049/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00049/2022 DE ACORDO COM PROCESSO NÚMERO: 08006.001024/2021-71,8,2022,2022-09-01,Não,1400000.0
37145059,127954,Termo Aditivo,00001/2022,Despesa,"PRORROGAR, AUTOMATICAMENTE, O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, DE 20/12/2022 A 20/12/2023, TENDO EM VISTA QUE NENHUMA DAS PARTES MANIFESTOU INTENÇÃO EM CONTRÁRIO, CONFORME DISPOSTO NA CLÁUSULA SEGUNDA DO CONTRATO ADMINISTRATIVO 020/2021. REFERÊNCIA:  PD 229/2020  - CONTRATO CEMIG -  5019220717/2021.",4,2023,2023-05-01,Não,15000.0
37145265,156316,Contrato,00016/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00016/2022 DE ACORDO COM PROCESSO NÚMERO: 60550.008343/2022-31,8,2022,2022-09-01,Não,280002.8
37145236,6788,Termo de Apostilamento,00018/2022,Despesa,"REAJUSTE/2021 PELA APLICAÇÃO DO ÍNDICE DE 11,73%, MAS CONFORME ACORDO ENTRE AS PARTES APLICOU-SE REDUÇÃO DE 50% E RESULTANDO NO ÍNDICE DE REAJUSTE DE 1,05865 (UM VIRGULA ZERO CINCO OITO SEIS CINCO POR CENTO) DO INPC (IBGE) DE REAJUSTE, ONDE O VALOR MENSAL DO CONTRATO QUE ERA DE R$ 50.835,39 (CINQUENTA MIL, OITOCENTOS E TRINTA E CINCO REAIS E TRINTA E NOVE CENTAVOS), PASSOU PARA R$ 53.816,88 (CINQUENTA E TRÊS MIL, OITOCENTOS E DEZESSEIS REAIS E OITENTA E OITO CENTAVOS).",8,2022,2022-09-01,Não,142203.88
37145333,84737,Termo Aditivo,00003/2022,Despesa,"A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 300 (TREZENTOS) DIAS, COMPREENDENDO O PERÍODO DE 05/09/2022 A 01/07/2023, CONSIDERANDO A NECESSIDADE DE ALTERAÇÃO DO CRONOGRAMA VIGENTE E ACRÉSCIMOS E SUPRESSÕES QUALITATIVOS E QUANTITATIVOS NO VALOR DO CONTRATO.",2,2023,2023-03-01,Não,550930.08
37145196,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",1,2023,2023-02-01,Não,60467.28
37145189,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",6,2022,2022-07-01,Não,5642.26
37145128,47076,Termo Aditivo,00003/2022,Despesa,A PRORROGAÇÃO DA VIGÊNCIA POR MAIS 12 (DOZE) MESES DO CONTRATO Nº 23/2019 QUE TEM POR OBJETO A CONTRATAÇÃO DE LICENCIAMENTO GERAL DA SOLUÇÃO PACS.,7,2023,2023-08-01,Não,142800.0
37145071,107147,Contrato,00072/2021,Despesa,CELEBRAÇÃO DO CONTRATO: 00072/2021 DE ACORDO COM PROCESSO NÚMERO: 00028.002021/0072-21,10,2021,2021-11-01,Não,730.0
37144995,52820,Termo Aditivo,00002/2021,Despesa,2º TERMO ADITIVO AO CONTRATO DE TELEFONIA MÓVEL.,11,2021,2021-12-01,Não,247.0
37145162,85896,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DE SERVIÇOS CONTINUADOS DSE Nº 02/2020,8,2022,2022-09-01,Não,26314309.86
37145292,63346,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,9,2022,2022-10-01,Não,120000.0
37145294,63346,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,11,2022,2022-12-01,Não,120000.0
37144905,24040,Termo Aditivo,01006/2019,Despesa,"O PRESENTE TERMO ADITIVO AO CONRATO CRT/MA Nº 1.000/2017.É O ACRÉSCIMO DE 01(UM) POSTODE VIGILANCIA ARMADA DIURNO E NOTURNO, DE 24 HSDE SEGUNDA A DOMINGO, A  PARTIR DE 01/06/2019.EM VIRTUDE A MUDANÇA DA SEDE DA SR(12)MA PARA O NOVO PREDIO.",12,2019,2020-01-01,Não,28261.08
37145267,85900,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E O REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DE SERVIÇOS CONTINUADOS DSE Nº 04/2020.,9,2022,2022-10-01,Não,12506101.86
37145214,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",4,2023,2023-05-01,Não,318844.8
37145268,85900,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E O REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DE SERVIÇOS CONTINUADOS DSE Nº 04/2020.,10,2022,2022-11-01,Não,12506101.86
37145207,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",9,2022,2022-10-01,Não,318844.8
37145314,85903,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DSE Nº 06/2020,8,2022,2022-09-01,Não,23348389.67
37145289,76707,Termo Aditivo,00005/2022,Despesa,CONTRATAÇÃO DE SERVIÇO DE GERENCIAMENTO E CONTROLE DE AQUISIÇÃO DE COMBUSTÍVEIS EM REDE DE POSTOS CREDENCIADOS ATRAVÉS DE SISTEMA INFORMATIZADO,5,2021,2021-06-01,Não,10652.43
37144878,24040,Termo Aditivo,01003/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 107.204,76, PARA R$ 110.607,53, MENSAIS,  A PARITR DE 01.02.2018. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000027/2018 REF. 2018/2019..",9,2018,2018-10-01,Não,3402.77
37145190,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",7,2022,2022-08-01,Não,60467.28
37145249,156319,Contrato,00081/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00081/2022 DE ACORDO COM PROCESSO NÚMERO: 2022/000024-FI,8,2022,2022-09-01,Não,84781.61
37145317,85903,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DSE Nº 06/2020,11,2022,2022-12-01,Não,23348389.67
37145072,107147,Contrato,00072/2021,Despesa,CELEBRAÇÃO DO CONTRATO: 00072/2021 DE ACORDO COM PROCESSO NÚMERO: 00028.002021/0072-21,11,2021,2021-12-01,Não,730.0
37144991,52820,Termo Aditivo,00004/2020,Despesa,"1º TERM ADITIVO AO CONTRATATO 11/2019 COM A EMPRESA TIM - TELEFONIA MÓVEL, VISANDO CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE TELEFONIA MÓVEL PESSOAL (SMP).",7,2021,2021-08-01,Não,209.52
37145239,6788,Termo de Apostilamento,00018/2022,Despesa,"REAJUSTE/2021 PELA APLICAÇÃO DO ÍNDICE DE 11,73%, MAS CONFORME ACORDO ENTRE AS PARTES APLICOU-SE REDUÇÃO DE 50% E RESULTANDO NO ÍNDICE DE REAJUSTE DE 1,05865 (UM VIRGULA ZERO CINCO OITO SEIS CINCO POR CENTO) DO INPC (IBGE) DE REAJUSTE, ONDE O VALOR MENSAL DO CONTRATO QUE ERA DE R$ 50.835,39 (CINQUENTA MIL, OITOCENTOS E TRINTA E CINCO REAIS E TRINTA E NOVE CENTAVOS), PASSOU PARA R$ 53.816,88 (CINQUENTA E TRÊS MIL, OITOCENTOS E DEZESSEIS REAIS E OITENTA E OITO CENTAVOS).",11,2022,2022-12-01,Não,142203.88
37145199,105276,Termo de Apostilamento,00001/2022,Despesa,"REPACTUAÇÃO DO CONTRATO 07/2021-SR/PF/PB, FIRMADO FIRMADO COM A EMPRESA OPEN SERVIÇOS E TERCEIRIZAÇÃO DE MÃO DE OBRA EIRELI, CNPJ 18.296.524/0001-37, NO VALOR DE R$ 39.495,75 (TRINTA E NOVE MIL QUATROCENTOS E NOVENTA E CINCO REAIS E SETENTA E CINCO CENTAVOS), ELEVANDO O VALOR ANUAL DO CONTRATO PARA  R$ 725.607,36 (SETECENTOS E VINTE E CINCO MIL, SEISCENTOS E SETE REAIS E TRINTA E SEIS CENTAVOS),  A PARTIR DE 1º DE JANEIRO DE 2022.",4,2023,2023-05-01,Não,60467.28
37145055,127954,Termo Aditivo,00001/2022,Despesa,"PRORROGAR, AUTOMATICAMENTE, O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, DE 20/12/2022 A 20/12/2023, TENDO EM VISTA QUE NENHUMA DAS PARTES MANIFESTOU INTENÇÃO EM CONTRÁRIO, CONFORME DISPOSTO NA CLÁUSULA SEGUNDA DO CONTRATO ADMINISTRATIVO 020/2021. REFERÊNCIA:  PD 229/2020  - CONTRATO CEMIG -  5019220717/2021.",12,2022,2023-01-01,Não,15000.0
37145318,85903,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DSE Nº 06/2020,12,2022,2023-01-01,Não,23348389.67
37145271,85900,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E O REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DE SERVIÇOS CONTINUADOS DSE Nº 04/2020.,1,2023,2023-02-01,Não,12506101.86
37145321,85903,Termo Aditivo,00002/2022,Despesa,PRORROGAÇÃO DO PERÍODO DE VIGÊNCIA E REAJUSTE DOS PREÇOS GLOBAIS E INDIVIDUAIS DO CONTRATO ADMINISTRATIVO DSE Nº 06/2020,3,2023,2023-04-01,Não,23348389.67
37145206,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",8,2022,2022-09-01,Não,318844.8
37145213,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",3,2023,2023-04-01,Não,318844.8
37145215,28278,Termo Aditivo,00002/2022,Despesa,"PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO N. 906/2018, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 13/08/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N.º 8.666, DE 1993. REAJUSTAR O VALOR DO CONTRATO PARA R$ 318.844,80 (TREZENTOS E DEZOITO MIL OITOCENTOS E QUARENTA E QUATRO REAIS E OITENTA CENTAVOS) NOS TERMOS DA CLÁUSULA QUARTA DO CONTRATO N. 906/2018.",5,2023,2023-06-01,Não,318844.8
37144873,24040,Termo Aditivo,01003/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 107.204,76, PARA R$ 110.607,53, MENSAIS,  A PARITR DE 01.02.2018. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000027/2018 REF. 2018/2019..",4,2018,2018-05-01,Não,3402.77
37145296,63346,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,1,2023,2023-02-01,Não,120000.0
37145518,156040,Contrato,00050/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00050/2022 DE ACORDO COM PROCESSO NÚMERO: 08020.009017/2020-58,8,2022,2022-09-01,Não,51494.0
37145328,84737,Termo Aditivo,00003/2022,Despesa,"A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 300 (TREZENTOS) DIAS, COMPREENDENDO O PERÍODO DE 05/09/2022 A 01/07/2023, CONSIDERANDO A NECESSIDADE DE ALTERAÇÃO DO CRONOGRAMA VIGENTE E ACRÉSCIMOS E SUPRESSÕES QUALITATIVOS E QUANTITATIVOS NO VALOR DO CONTRATO.",9,2022,2022-10-01,Não,550930.08
37145246,6788,Termo de Apostilamento,00018/2022,Despesa,"REAJUSTE/2021 PELA APLICAÇÃO DO ÍNDICE DE 11,73%, MAS CONFORME ACORDO ENTRE AS PARTES APLICOU-SE REDUÇÃO DE 50% E RESULTANDO NO ÍNDICE DE REAJUSTE DE 1,05865 (UM VIRGULA ZERO CINCO OITO SEIS CINCO POR CENTO) DO INPC (IBGE) DE REAJUSTE, ONDE O VALOR MENSAL DO CONTRATO QUE ERA DE R$ 50.835,39 (CINQUENTA MIL, OITOCENTOS E TRINTA E CINCO REAIS E TRINTA E NOVE CENTAVOS), PASSOU PARA R$ 53.816,88 (CINQUENTA E TRÊS MIL, OITOCENTOS E DEZESSEIS REAIS E OITENTA E OITO CENTAVOS).",6,2023,2023-07-01,Não,142203.88
37145313,63345,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,7,2023,2023-08-01,Não,120000.0
37145130,132157,Termo de Apostilamento,00002/2022,Despesa,"EXTRATO DO 2º TERMO DE APOSTILAMENTO AO CONTRATO Nº09/2021
PROCESSO Nº10166.782.077/2021-97
CONTRATANTE: DELEGACIA DA RECEITA FEDERAL DE RIBEIRÃO PRETO
CONTRATADA: ALVORADA SERVIÇOS DE REFORMA EM GERAL LTDA - ME (CNPJ 11.545.051/0001-15)
REPACTUAÇÃO DO VALOR CONTRATUAL EM CONFORMIDADE COM A CLÁUSULA SEXTA DO CONTRATO Nº09/2021. NOVO VALOR MENSAL DO CONTRATO: R$4.959,19. NOVO VALOR GLOBAL DO CONTRATO: R$59.510,28.",5,2022,2022-09-01,Sim,250.69
37145180,105276,Contrato,00007/2021,Despesa,CELEBRAÇÃO DO CONTRATO: 00007/2021 DE ACORDO COM PROCESSO NÚMERO: 08375.002657/2021-06,1,2022,2022-02-01,Não,54825.02
37145243,6788,Termo de Apostilamento,00018/2022,Despesa,"REAJUSTE/2021 PELA APLICAÇÃO DO ÍNDICE DE 11,73%, MAS CONFORME ACORDO ENTRE AS PARTES APLICOU-SE REDUÇÃO DE 50% E RESULTANDO NO ÍNDICE DE REAJUSTE DE 1,05865 (UM VIRGULA ZERO CINCO OITO SEIS CINCO POR CENTO) DO INPC (IBGE) DE REAJUSTE, ONDE O VALOR MENSAL DO CONTRATO QUE ERA DE R$ 50.835,39 (CINQUENTA MIL, OITOCENTOS E TRINTA E CINCO REAIS E TRINTA E NOVE CENTAVOS), PASSOU PARA R$ 53.816,88 (CINQUENTA E TRÊS MIL, OITOCENTOS E DEZESSEIS REAIS E OITENTA E OITO CENTAVOS).",3,2023,2023-04-01,Não,142203.88
37145283,76707,Termo Aditivo,00005/2022,Despesa,CONTRATAÇÃO DE SERVIÇO DE GERENCIAMENTO E CONTROLE DE AQUISIÇÃO DE COMBUSTÍVEIS EM REDE DE POSTOS CREDENCIADOS ATRAVÉS DE SISTEMA INFORMATIZADO,11,2020,2020-12-01,Não,10652.43
